fid,PA_rast,bat_reclas,mlotst_08,mlotst_07,mlotst_06,mlotst_05,mlotst_04,mlotst_03,chlor_0108,chlor_0107,chlor_0106,chlor_0105,chlor_0104,chlor_0103,sst_0108,sst_0107,sst_0106,sst_0105,sst_0104,sst_0103,Long,Lat
"267",0,-247,12.05481,12.2074,13.27555,30.36592,203.86365,155.797,1.11509,0.51229,0.74584,0.9932,0.2329,0.22548,278.87039,279.28448,277.85059,277.60486,276.02301,275.94989,-20.625335,67.208385
"268",0,-242,11.90222,12.2074,13.12296,29.60295,196.53922,156.10219,1.03082,0.51244,0.74596,0.99942,0.23637,0.23614,278.94461,279.27417,277.83728,277.56683,276.01944,275.97433,-20.542005,67.208385
"269",0,-253,11.74963,12.05481,12.97037,27.92444,190.4355,153.81329,1.05812,0.50601,0.66943,1.02065,0.25386,0.25976,279.04266,279.26212,277.82593,277.51865,276.00708,276.00854,-20.458675,67.208385
"270",0,-459,12.2074,12.2074,18.4637,27.46666,194.09773,272.98807,0.83851,0.43623,0.32834,1.93874,0.30742,0.24883,280.59662,280.79715,278.16431,276.63062,275.39816,275.92438,-18.958735,67.208385
"271",0,-452,12.81777,11.90222,13.58074,14.95407,149.6933,207.67847,0.51903,0.43553,0.45203,1.00214,0.24101,0.2308,279.93951,279.33307,276.96686,275.92093,275.07373,275.15292,-18.208765,67.208385
"272",0,-497,12.05481,11.29185,13.73333,21.66814,152.59256,200.04884,0.67334,0.78275,0.86574,0.41614,0.2283,0.24176,280.82864,280.26398,277.16971,275.57693,275.1181,275.43857,-16.708825,67.208385
"273",0,-253,13.42814,11.59703,14.95407,28.38222,173.19255,220.80142,0.65271,0.56353,0.68571,2.34164,0.28327,0.2515,281.25076,281.19611,277.54575,276.22638,274.93091,275.60477,-15.208885,67.208385
"274",0,-260,13.27555,11.59703,14.95407,28.22962,168.30959,223.39549,0.67697,0.54389,0.75033,2.53683,0.27609,0.26748,281.18533,281.13272,277.50494,276.21829,274.89957,275.60355,-15.125555,67.208385
"275",0,-277,13.27555,11.74963,15.10666,28.22962,160.83255,221.86957,0.61123,0.56332,0.76786,2.35876,0.27664,0.26712,281.12485,281.06573,277.4631,276.20175,274.88348,275.60089,-15.042225,67.208385
"276",0,-296,13.27555,11.74963,15.25926,27.61925,147.55701,216.52884,0.63077,0.55472,0.73041,2.13496,0.2793,0.26427,281.07089,280.99963,277.41797,276.17477,274.88144,275.59366,-14.958895,67.208385
"277",0,-1565,12.81777,10.68148,13.42814,21.97333,99.49035,90.48739,0.49519,0.43414,0.87764,0.54088,0.33533,0.25724,280.39108,279.97131,276.66696,274.42166,273.20932,273.18362,-11.542365,67.208385
"278",0,-1576,12.97037,10.68148,13.42814,21.97333,98.26961,93.08146,0.49016,0.44827,0.83328,0.55815,0.33388,0.25655,280.43521,279.95966,276.67874,274.42297,273.21085,273.22363,-11.459035,67.208385
"279",0,-712,11.59703,10.98666,10.68148,15.25926,22.12592,36.77481,0.33089,0.26674,0.48153,1.14277,0.23031,0.23144,277.84567,277.76089,,275.31271,275.1438,275.18167,-24.291855,67.125055
"280",0,-251,13.58074,11.74963,12.2074,21.82074,150.60886,107.42516,,0.4592,1.01761,0.60414,0.21071,0.22069,277.99313,277.45233,277.20877,278.08795,276.83557,278.17474,-23.541885,67.125055
"281",0,-230,14.95407,14.03852,17.24296,43.33628,212.10365,171.20885,1.54657,0.64792,0.67496,0.80137,0.27073,0.1908,278.99612,279.00781,278.12506,278.19901,276.34622,276.12851,-21.291975,67.125055
"282",0,-239,12.2074,12.36,14.19111,34.33332,177.00737,176.54959,1.29401,0.51972,0.61842,0.95983,0.25309,0.22244,279.12076,279.49164,277.97443,277.83411,275.93719,276.06131,-20.458675,67.125055
"283",0,-262,11.44444,12.05481,13.58074,25.48296,185.24736,186.6207,1.24393,0.50729,0.6614,1.02676,0.24342,0.21983,279.36926,279.51959,278.10373,277.70477,275.81378,276.11783,-20.292015,67.125055
"284",0,-274,10.98666,12.05481,13.27555,24.71999,171.36143,188.14662,1.25104,0.50387,0.8881,0.96076,0.24522,0.22185,279.47873,279.58652,278.20807,277.62137,275.74411,276.12302,-20.208685,67.125055
"285",0,-300,10.83407,11.90222,13.12296,24.87259,140.23256,183.26366,1.25461,0.46991,0.85578,1.00203,0.22935,0.21932,279.56265,279.67615,278.31308,277.52945,275.6825,276.10324,-20.125355,67.125055
"286",0,-449,12.66518,12.81777,17.85333,25.63555,183.11107,261.84882,0.93774,0.42753,0.37072,1.66215,0.35071,0.25401,280.5737,281.12198,278.22791,276.8237,275.36813,275.84921,-19.042065,67.125055
"287",0,-452,12.51259,12.51259,18.00592,26.39851,193.48737,274.97177,0.8499,0.41358,0.30811,1.62515,0.38179,0.24528,280.63654,281.19034,278.29126,276.73148,275.37448,275.81531,-18.958735,67.125055
"288",0,-433,12.36,12.36,18.15851,27.00888,199.13329,281.68585,0.84874,0.41498,0.32334,1.70897,0.33651,0.27125,280.69907,281.21356,278.29153,276.62381,275.35867,275.76398,-18.875405,67.125055
"289",0,-330,12.2074,12.2074,18.31111,27.16147,190.5881,273.75104,0.83722,0.44511,0.32218,1.62665,0.30825,0.25933,280.75192,281.1933,278.2359,276.50919,275.32449,275.70291,-18.792075,67.125055
"290",0,-263,11.90222,12.05481,18.76888,26.85629,175.63403,243.53772,0.75589,0.48273,0.32527,1.48468,0.28253,0.21563,280.78537,281.12756,278.12848,276.38821,275.27185,275.63174,-18.708745,67.125055
"291",0,-302,11.90222,11.90222,18.92148,25.78814,180.21181,242.92735,0.58733,0.47853,0.337,1.37911,0.28257,0.19655,280.78378,281.00021,277.96454,276.26865,275.20126,275.55984,-18.625415,67.125055
"292",0,-409,11.74963,11.90222,18.92148,24.26222,189.36736,251.16734,0.60055,0.45481,0.32782,1.62781,0.29259,0.20313,280.74707,280.84229,277.77786,276.15887,275.13681,275.49045,-18.542085,67.125055
"293",0,-382,13.12296,12.05481,14.3437,23.65185,134.58664,206.76291,0.74086,0.60751,0.59821,0.96467,0.23087,0.25907,281.28284,280.60928,277.76038,275.95398,275.31177,275.66888,-16.625495,67.125055
"294",0,-192,12.81777,11.44444,15.41185,25.48296,166.78366,194.09773,0.64616,0.43226,1.03005,1.18814,0.28247,0.25018,281.41882,281.47586,277.55835,276.31241,275.00269,275.62366,-15.375545,67.125055
"295",0,-188,12.81777,11.44444,15.25926,25.17777,161.9007,191.04588,0.55574,0.43388,1.09648,1.37179,0.29197,0.24513,281.36118,281.4393,277.48398,276.28452,274.96179,275.62286,-15.292215,67.125055
"296",0,-188,12.81777,11.44444,15.10666,24.87259,161.44292,190.74069,0.5779,0.46227,1.24439,1.69346,0.28566,0.25975,281.29794,281.39526,277.41949,276.26453,274.92035,275.6261,-15.208885,67.125055
"297",0,-227,12.97037,11.59703,15.10666,25.63555,171.66663,200.04884,0.60081,0.52343,1.25491,2.01493,0.28599,0.26675,281.18762,281.29361,277.323,276.22803,274.87415,275.64444,-15.042225,67.125055
"298",0,-255,13.27555,11.74963,15.25926,26.09333,172.1244,207.52588,0.61338,0.52147,1.00107,2.40054,0.28144,0.26101,281.14737,281.24109,277.30032,276.20471,274.87708,275.6506,-14.958895,67.125055
"299",0,-1544,12.97037,10.68148,13.88592,21.36296,86.51998,81.78961,0.46795,0.44538,0.4297,0.51727,0.35679,0.25327,280.49155,279.92441,276.79193,274.51602,273.23392,273.31857,-11.375705,67.125055
"300",0,-1542,12.97037,10.68148,13.88592,21.36296,83.9259,84.38368,0.46549,0.42367,0.46999,0.50148,0.33536,0.25105,280.50711,279.90726,276.77744,274.48508,273.25571,273.36478,-11.292375,67.125055
"301",0,-569,11.90222,10.83407,10.83407,15.71703,59.96888,51.42369,0.35124,0.28388,0.68893,1.15857,0.22695,0.20235,278.31689,277.89822,277.05316,276.43903,276.61319,276.77234,-24.291855,67.041725
"302",0,-234,15.56444,12.66518,13.73333,27.16147,149.23552,132.45033,0.34379,0.61282,1.00419,0.64715,0.20676,0.2024,278.62427,277.81863,278.15442,278.42651,277.38379,277.51221,-23.541885,67.041725
"303",0,-194,13.42814,13.88592,17.24296,41.96295,176.39699,171.66663,2.03124,0.72195,0.70182,0.90042,0.26238,0.24064,279.05829,279.65149,278.34903,278.15924,276.23514,276.23981,-21.291975,67.041725
"304",0,-303,10.83407,11.59703,13.58074,26.09333,124.51553,203.40587,0.95923,0.44018,0.43032,1.01716,0.22352,0.24147,279.83099,280.10037,278.56726,277.57858,275.53214,275.94113,-20.042025,67.041725
"305",0,-305,10.98666,11.59703,14.49629,27.46666,130.31404,207.67847,1.29088,0.42262,0.44907,1.03983,0.25375,0.22978,279.87625,280.1405,278.59531,277.54916,275.48422,275.87006,-19.958695,67.041725
"306",0,-303,11.13926,11.90222,15.10666,28.22962,137.18071,213.62958,1.44806,0.4137,0.47215,1.06624,0.24631,0.22575,279.89334,280.18582,278.56284,277.49719,275.444,275.81052,-19.875365,67.041725
"307",0,-342,11.29185,12.97037,15.71703,27.61925,158.39107,242.62216,1.3664,0.43998,0.42409,0.97038,0.22284,0.22422,280.00909,280.4433,278.27982,277.35089,275.33636,275.75818,-19.625375,67.041725
"308",0,-403,11.44444,12.97037,16.02222,26.85629,160.98514,246.74216,1.28094,0.42514,0.40801,0.9251,0.22364,0.22907,280.09705,280.57629,278.18494,277.32321,275.31094,275.76535,-19.542045,67.041725
"309",0,-495,11.44444,12.97037,16.17481,25.94073,162.51108,247.8103,1.15083,0.41226,0.40086,0.84884,0.25268,0.22529,280.19955,280.72018,278.12778,277.29449,275.30075,275.76749,-19.458715,67.041725
"310",0,-458,11.44444,12.97037,16.3274,24.5674,166.32588,249.18364,1.10094,0.39154,0.37318,0.91583,0.25671,0.23897,280.30994,280.86359,278.11011,277.26019,275.30319,275.77051,-19.375385,67.041725
"311",0,-419,11.59703,13.12296,16.63259,23.80444,171.36143,252.84586,1.08241,0.39448,0.33657,0.95059,0.2587,0.24408,280.41638,281.00253,278.13596,277.21405,275.32156,275.76617,-19.292055,67.041725
"312",0,-452,11.74963,13.12296,16.93777,23.65185,176.09181,256.96585,1.04528,0.41886,0.31177,0.97633,0.26087,0.24595,280.51437,281.1373,278.20209,277.14404,275.34586,275.76242,-19.208725,67.041725
"313",0,-454,12.05481,12.97037,17.09037,23.95703,182.19551,261.69623,1.0803,0.43664,0.3152,1.14856,0.27217,0.25338,280.60043,281.25958,278.28378,277.05005,275.36917,275.75616,-19.125395,67.041725
"314",0,-462,12.51259,12.2074,17.39555,24.5674,198.67551,269.17328,1.06321,0.4428,0.32576,1.27591,0.51213,0.24647,280.68948,281.37509,278.36255,276.95651,275.3862,275.74756,-19.042065,67.041725
"315",0,-501,12.81777,11.90222,17.54814,25.17777,198.82809,271.30957,1.00269,0.46788,0.3204,1.37128,0.53689,0.24413,280.77588,281.47153,278.42117,276.85959,275.3912,275.71838,-18.958735,67.041725
"316",0,-315,13.27555,12.51259,15.71703,26.09333,170.29329,227.5155,0.69144,0.68182,0.40986,2.03936,0.2409,0.26405,281.53775,281.04211,278.05075,276.1937,275.44662,275.76837,-16.625495,67.041725
"317",0,-205,12.81777,11.59703,15.10666,23.95703,165.10515,199.28587,0.58115,0.38118,1.52074,1.87088,0.29113,0.25315,281.28433,281.42719,277.25305,276.17279,274.88654,275.64542,-14.958895,67.041725
"318",0,-229,13.12296,11.74963,15.41185,24.71999,177.61774,207.67847,0.59799,0.39412,1.40381,1.80009,0.2885,0.25704,281.26956,281.37595,277.26971,276.15329,274.89636,275.64368,-14.875565,67.041725
"319",0,-1533,12.81777,10.68148,13.27555,19.83703,63.02073,95.21775,0.49371,0.527,0.43647,0.61273,0.32433,0.24371,280.53256,279.99893,276.84,274.5575,273.39642,273.55777,-11.125715,67.041725
"320",0,-1526,12.81777,10.68148,12.97037,19.53185,60.88443,99.64294,0.49336,0.46663,0.38821,0.66972,0.3203,0.23983,280.53766,280.00836,276.8046,274.57715,273.45871,273.60959,-11.042385,67.041725
"321",0,-411,15.41185,11.44444,11.29185,22.73629,86.51998,73.39702,0.34223,0.39852,0.69204,0.60461,0.24659,0.28953,279.16861,278.12793,277.62241,278.15186,277.91089,277.32541,-24.291855,66.958395
"322",0,-367,16.02222,11.59703,11.74963,23.65185,98.26961,83.46812,0.33445,0.48292,0.6861,0.59681,0.21036,0.2619,279.28824,278.36688,278.0643,278.4664,277.91275,277.38556,-24.208525,66.958395
"323",0,-210,16.48,13.73333,14.80148,32.65481,163.8844,169.22514,0.55722,1.09446,1.09834,0.42135,0.20761,,279.83688,278.74814,278.82007,278.30902,277.67938,277.31421,-23.541885,66.958395
"324",0,-155,11.74963,13.12296,15.10666,41.0474,151.98218,160.83255,1.4454,0.68843,0.58647,0.84177,0.25792,0.25057,279.33694,280.1279,278.68332,278.12064,276.03122,276.2294,-21.291975,66.958395
"325",0,-329,10.83407,11.44444,13.42814,27.16147,139.16441,228.58365,1.12118,0.4105,0.65984,0.94733,0.21744,0.24312,279.82983,280.35001,278.64133,277.55096,275.56647,275.93097,-20.125355,66.958395
"326",0,-337,10.83407,11.59703,14.19111,27.61925,140.38515,230.87253,1.15462,0.41519,0.65379,0.98807,0.21542,0.22955,279.91229,280.36581,278.69183,277.57581,275.53351,275.89157,-20.042025,66.958395
"327",0,-339,10.98666,11.90222,14.49629,27.31407,143.89478,228.88882,1.21127,0.41265,0.60502,1.05346,0.21249,0.22914,279.98199,280.36893,278.71909,277.58444,275.50684,275.84818,-19.958695,66.958395
"328",0,-347,10.98666,12.2074,14.64889,27.00888,146.48885,230.26216,1.21745,0.40499,0.62262,1.16514,0.21293,0.23882,280.03241,280.37106,278.71213,277.57071,275.47885,275.81528,-19.875365,66.958395
"329",0,-362,11.13926,12.36,14.80148,26.85629,149.08293,235.45032,1.26563,0.40552,0.64224,1.26591,0.23807,0.23438,280.0766,280.38821,278.67209,277.55173,275.44623,275.79825,-19.792035,66.958395
"330",0,-355,11.29185,12.51259,15.10666,26.85629,152.43996,245.06364,1.21624,0.40698,0.57262,1.17441,0.24818,0.26649,280.12537,280.43307,278.60339,277.52747,275.41257,275.79788,-19.708705,66.958395
"331",0,-407,12.05481,12.2074,16.63259,23.19407,191.35106,255.13475,1.14497,0.4352,0.29732,1.16939,0.26721,0.25031,281.0069,281.57877,278.49448,276.987,275.42993,275.76459,-18.958735,66.958395
"332",0,-221,12.51259,11.90222,15.56444,26.5511,203.25328,240.94365,0.47437,0.44501,0.78564,1.80031,0.24679,0.26396,281.66092,281.5209,278.12466,276.38242,275.51691,275.78458,-16.625495,66.958395
"333",0,-177,12.81777,11.59703,14.95407,22.88888,151.06664,190.13033,0.61975,0.36076,1.17372,0.88634,0.26921,0.25852,281.32306,281.38928,277.27988,276.0907,274.92334,275.5061,-14.792235,66.958395
"334",1,-193,13.12296,11.59703,15.10666,22.88888,153.5081,190.13033,0.64019,0.34172,1.34122,0.62785,0.26895,0.25592,281.29596,281.32214,277.31821,276.08188,274.91556,275.48544,-14.708905,66.958395
"335",1,-204,13.27555,11.74963,15.10666,23.04148,154.27107,191.65625,0.63529,0.33772,1.08323,0.59465,0.27703,0.26246,281.2666,281.23947,277.34558,276.08966,274.89966,275.4574,-14.625575,66.958395
"336",1,-222,13.42814,11.74963,15.25926,23.19407,155.03404,195.77625,0.63756,0.33371,1.07387,0.63592,0.28237,0.2637,281.23785,281.15607,277.35907,276.09753,274.87622,275.43066,-14.542245,66.958395
"337",1,-206,13.42814,11.74963,15.41185,23.34666,157.62811,199.74365,0.65541,0.34183,1.06548,0.59972,0.2876,0.26982,281.20975,281.07779,277.35617,276.10779,274.86166,275.40747,-14.458915,66.958395
"338",1,-220,13.58074,11.74963,15.41185,23.34666,157.01775,201.42216,0.70836,0.37239,1.16745,0.62631,0.28044,0.27568,281.18411,281.00827,277.34055,276.12225,274.85617,275.39136,-14.375585,66.958395
"339",1,-235,13.42814,11.74963,15.41185,23.49925,154.42366,200.8118,0.70119,0.38526,1.1095,0.74254,0.28138,0.27648,281.16489,280.95526,277.31763,276.13361,274.86969,275.38556,-14.292255,66.958395
"340",1,-224,13.42814,11.74963,15.41185,23.49925,150.60886,199.28587,0.68836,0.40973,1.03827,0.70386,0.2848,0.27579,281.14948,280.92358,277.29428,276.13721,274.90131,275.38327,-14.208925,66.958395
"341",1,-238,13.42814,11.74963,15.25926,23.65185,145.5733,199.13329,0.67084,0.42756,0.98562,0.7258,0.28767,0.27585,281.13626,280.91138,277.27478,276.13907,274.93893,275.37903,-14.125595,66.958395
"342",0,-253,13.58074,11.59703,15.25926,23.65185,140.53775,196.6918,0.66719,0.45288,1.15683,0.82143,0.28297,0.26519,281.12112,280.91638,277.26199,276.13251,274.98074,275.35022,-14.042265,66.958395
"343",0,-257,13.58074,11.59703,15.25926,23.49925,133.51848,194.40291,0.66489,0.48702,1.87582,0.70518,0.27644,0.25889,281.10281,280.93591,277.24976,276.11612,275.01468,275.29984,-13.958935,66.958395
"344",0,-257,13.88592,11.59703,15.25926,23.19407,125.27849,191.19847,0.70385,0.49157,1.07699,1.04901,0.2886,0.27049,281.08484,280.95886,277.23273,276.08667,275.03397,275.22894,-13.875605,66.958395
"345",0,-296,14.03852,11.59703,15.56444,23.19407,121.15849,178.99107,0.75474,0.48917,0.84595,1.2845,0.2796,0.27169,281.05804,280.97827,277.21048,276.04846,275.03433,275.14551,-13.792275,66.958395
"346",0,-502,14.19111,11.59703,15.86963,23.04148,121.15849,171.66663,0.78748,0.48908,0.71969,1.11896,0.27065,0.28066,281.02051,280.98016,277.18372,276.00745,275.01346,275.05466,-13.708945,66.958395
"347",1,-614,14.19111,11.59703,16.02222,22.73629,121.31108,165.8681,0.77948,0.50777,0.70237,0.98139,0.27324,0.28804,280.96994,280.94586,277.15005,275.95996,274.95712,274.96457,-13.625615,66.958395
"348",0,-675,14.3437,11.44444,16.02222,22.12592,120.09034,158.54367,0.74185,0.53087,0.73158,0.77131,0.26861,0.27317,280.90622,280.88702,277.11313,275.91714,274.87579,274.87738,-13.542285,66.958395
"349",0,-721,14.3437,11.44444,15.86963,21.05777,114.59701,145.4207,0.69562,0.49502,0.66118,0.68462,0.2743,0.26579,280.82748,280.80984,277.07248,275.87402,274.77567,274.7951,-13.458955,66.958395
"350",1,-780,14.19111,11.44444,15.71703,20.29481,109.86664,135.95996,0.67411,0.45657,0.59461,0.75327,0.27838,0.25604,280.73172,280.72058,277.02438,275.83701,274.66019,274.72586,-13.375625,66.958395
"351",1,-908,14.03852,11.29185,15.56444,19.68444,104.83109,127.26219,0.65788,0.387,0.60722,0.821,0.26304,0.25091,280.62018,280.63251,276.96777,275.79022,274.54028,274.66296,-13.292295,66.958395
"352",0,-1238,14.03852,11.29185,15.25926,19.22666,98.72739,116.88589,0.65044,0.37879,0.61356,0.50702,0.27714,0.25575,280.49591,280.55228,276.909,275.72659,274.42297,274.60699,-13.208965,66.958395
"353",0,-1396,13.88592,11.13926,14.80148,18.61629,91.86072,105.89923,0.70872,0.39424,0.58056,0.56372,0.28114,0.25415,280.37009,280.4827,276.85693,275.64307,274.31512,274.55179,-13.125635,66.958395
"354",1,-1431,13.73333,10.98666,14.3437,18.00592,86.97775,98.57479,0.68664,0.38536,0.56831,0.56419,0.28379,0.25522,280.24734,280.41998,276.81995,275.54156,274.22275,274.50278,-13.042305,66.958395
"355",1,-1450,13.42814,10.98666,13.88592,17.54814,83.31554,92.62368,0.59987,0.3799,0.60191,0.51388,0.29205,0.25608,280.13895,280.35205,276.79733,275.44589,274.15771,274.4556,-12.958975,66.958395
"356",0,-1462,12.97037,10.83407,13.58074,17.24296,80.87405,86.97775,0.48408,0.38944,0.63685,0.44899,0.30628,0.25642,280.05728,280.27365,276.78165,275.35269,274.10742,274.41382,-12.875645,66.958395
"357",0,-1465,12.51259,10.68148,13.42814,17.24296,79.34813,83.01035,0.44276,0.4671,0.93831,0.63242,0.31041,0.25118,280.00388,280.18265,276.76352,275.28,274.07727,274.37375,-12.792315,66.958395
"358",0,-1523,12.05481,10.52889,14.03852,19.53185,73.39702,78.27998,0.61561,0.38991,1.45864,0.30809,0.32087,0.25015,280.18613,280.00299,276.70642,275.54358,273.68787,273.64203,-12.042345,66.958395
"359",0,-1522,12.2074,10.52889,14.03852,19.83703,73.8548,78.73775,0.65552,0.41085,1.27328,0.31825,0.31368,0.27738,280.21643,280.0278,276.69949,275.49222,273.59637,273.57333,-11.959015,66.958395
"360",0,-1523,12.36,10.52889,14.03852,20.29481,73.7022,80.87405,0.62683,0.42866,1.02818,0.33061,0.31691,0.27609,280.25253,280.04242,276.69904,275.40509,273.52206,273.53214,-11.875685,66.958395
"361",0,-1529,12.51259,10.52889,14.03852,20.59999,72.48146,82.24739,0.59575,0.4769,0.80306,0.35413,0.32017,0.27062,280.29422,280.05585,276.71509,275.29291,273.46948,273.51685,-11.792355,66.958395
"362",0,-1547,12.66518,10.52889,14.03852,20.75259,70.80295,83.9259,0.5815,0.52225,0.66178,0.4147,0.33526,0.2647,280.34198,280.06479,276.74905,275.16476,273.43637,273.5199,-11.709025,66.958395
"363",0,-1556,12.66518,10.52889,13.88592,20.75259,68.20887,86.36739,0.54463,0.71055,0.83815,0.42801,0.36508,0.25944,280.38797,280.07227,276.7998,275.03226,273.41534,273.52838,-11.625695,66.958395
"364",0,-1548,12.66518,10.52889,13.73333,20.29481,65.6148,88.96146,0.51177,0.72711,0.84675,0.44196,0.35871,0.24441,280.43015,280.07468,276.85114,274.90723,273.40527,273.55148,-11.542365,66.958395
"365",0,-1538,12.66518,10.68148,13.58074,19.98962,64.39406,91.70812,0.49589,0.69756,0.84813,0.46996,0.34745,0.25578,280.46576,280.078,276.89844,274.80118,273.40494,273.57892,-11.459035,66.958395
"366",0,-1529,12.66518,10.68148,13.42814,19.68444,63.32591,94.3022,0.48598,0.62404,0.95231,0.49532,0.34272,0.26415,280.48944,280.0864,276.93335,274.73196,273.4201,273.60669,-11.375705,66.958395
"367",0,-1531,12.66518,10.68148,13.27555,19.22666,61.79998,97.04887,0.47057,0.52706,0.89627,0.51451,0.32691,0.22965,280.50443,280.09845,276.94556,274.6925,273.44577,273.63376,-11.292375,66.958395
"368",0,-1516,12.81777,10.68148,13.12296,18.92148,60.57924,100.86368,0.4705,0.49915,0.95479,0.49376,0.31734,0.2259,280.51501,280.11423,276.93814,274.68234,273.48523,273.6622,-11.209045,66.958395
"369",0,-1510,12.81777,10.68148,12.97037,18.76888,61.34221,102.99998,0.474,0.47392,0.96847,0.50791,0.32467,0.22205,280.52179,280.13367,276.91278,274.70032,273.53583,273.6937,-11.125715,66.958395
"370",0,-1509,12.81777,10.68148,12.97037,18.76888,62.86813,104.67849,0.47824,0.46712,1.01426,0.5325,0.34101,0.22039,280.5336,280.15488,276.88223,274.73071,273.5932,273.72736,-11.042385,66.958395
"371",0,-1501,12.81777,10.68148,12.97037,18.92148,65.76739,105.59405,0.49565,0.46344,1.03571,0.56032,0.34754,0.22043,280.55017,280.17288,276.85236,274.76471,273.646,273.76138,-10.959055,66.958395
"372",0,-1482,12.97037,10.68148,13.27555,19.22666,77.51702,106.66219,0.50321,0.33367,0.37164,0.53559,0.26855,0.23058,280.64606,280.21384,276.83923,274.80899,273.73447,273.85071,-10.709065,66.958395
"373",0,-1454,12.97037,10.68148,13.42814,19.22666,79.50072,107.42516,0.49816,0.3288,0.36495,0.52074,0.26697,0.23237,280.68658,280.22168,276.85544,274.79617,273.72736,273.86975,-10.625735,66.958395
"374",0,-1426,12.97037,10.68148,13.42814,19.53185,81.48442,109.56145,0.4809,0.37098,0.38737,0.54827,0.26396,0.22852,280.72424,280.22989,276.87799,274.77521,273.70734,273.87656,-10.542405,66.958395
"375",0,-1405,12.81777,10.68148,13.42814,19.68444,83.77332,111.08738,0.48047,0.4129,0.40636,0.5743,0.26776,0.23298,280.75616,280.23627,276.90552,274.75351,273.68155,273.88171,-10.459075,66.958395
"376",0,-1391,12.97037,10.83407,13.42814,20.14222,85.60442,112.46072,0.49604,0.51193,0.42043,0.60032,0.28193,0.24029,280.78003,280.2403,276.93869,274.73917,273.65952,273.88068,-10.375745,66.958395
"377",0,-1396,12.97037,10.83407,13.42814,20.59999,86.67257,115.51257,0.51375,0.57806,0.42188,0.59818,0.29602,0.24332,280.79831,280.23624,276.96643,274.73145,273.6441,273.87402,-10.292415,66.958395
"378",0,-1457,13.12296,10.83407,13.27555,20.90518,86.21479,122.83701,0.50681,0.53678,0.40159,0.58089,0.30377,0.22839,280.811,280.23038,276.9924,274.73026,273.63846,273.8688,-10.209085,66.958395
"379",0,-1502,13.12296,10.83407,13.27555,21.05777,86.67257,128.33034,0.51087,0.46868,0.41099,0.66708,0.27425,0.24483,280.81851,280.21545,277.00494,274.73819,273.64426,273.86539,-10.125755,66.958395
"380",0,-1501,13.27555,10.83407,13.12296,19.83703,97.04887,139.77478,0.43937,0.57083,0.33799,0.62017,0.29206,0.2384,280.84302,280.14694,276.99612,274.776,273.6749,273.83292,-9.875765,66.958395
"381",0,-1514,13.27555,10.83407,13.12296,19.83703,101.77924,141.45329,0.41471,0.55863,0.35274,0.61629,0.29114,0.25178,280.85513,280.13046,276.98535,274.78793,273.67725,273.80627,-9.792435,66.958395
"382",0,-1516,13.12296,10.83407,13.12296,19.98962,105.59405,147.09923,0.44857,0.61924,0.34523,0.65884,0.3005,0.23291,280.8667,280.12088,276.97681,274.79388,273.67636,273.77307,-9.709105,66.958395
"383",0,-1556,12.97037,10.83407,13.12296,20.29481,109.71405,161.29033,0.45138,0.67181,0.32047,0.6691,0.2951,0.23653,280.88007,280.12003,276.97806,274.79449,273.67148,273.74033,-9.625775,66.958395
"384",0,-1562,12.97037,10.68148,13.12296,20.4474,115.97034,168.76736,0.47346,0.74308,0.29124,0.68232,0.29128,0.24581,280.89151,280.13034,276.98187,274.78894,273.66434,273.70554,-9.542445,66.958395
"385",0,-1549,12.97037,10.68148,12.97037,20.4474,122.22664,175.32884,0.50629,0.75786,0.28909,0.67357,0.28661,0.24867,280.90146,280.15466,276.99573,274.78552,273.65671,273.67953,-9.459115,66.958395
"386",0,-1570,13.12296,10.68148,12.97037,20.59999,129.55109,190.74069,0.55743,0.72809,0.29492,0.67391,0.32243,0.26215,280.9093,280.18866,277.01312,274.78162,273.65033,273.66678,-9.375785,66.958395
"387",0,-1583,13.12296,10.68148,13.12296,20.90518,139.01181,195.16588,0.61017,0.73897,0.29492,0.69195,0.315,0.25134,280.91553,280.22577,277.0332,274.78235,273.64685,273.67267,-9.292455,66.958395
"388",0,-1594,13.12296,10.68148,13.12296,21.05777,143.74219,196.38661,0.64286,0.80603,0.30245,0.6855,0.30278,0.25137,280.92151,280.26315,277.05258,274.78696,273.64981,273.6987,-9.209125,66.958395
"389",0,-1625,12.97037,10.68148,13.12296,21.21037,147.55701,197.30217,0.66553,0.89098,0.30869,0.65622,0.29741,0.24631,280.92847,280.29401,277.07291,274.80301,273.66522,273.74316,-9.125795,66.958395
"390",0,-1662,12.81777,10.68148,13.12296,21.36296,154.88144,197.75995,0.73505,1.02032,0.31181,0.61618,0.27057,0.23545,280.93881,280.32092,277.09351,274.82834,273.69293,273.79483,-9.042465,66.958395
"391",0,-1668,12.81777,10.83407,13.12296,21.36296,155.33922,195.01329,0.67562,1.16298,0.29753,0.63523,0.27407,0.24218,280.95416,280.34357,277.11136,274.86441,273.73798,273.84933,-8.959135,66.958395
"392",0,-1000,11.90222,10.52889,10.52889,11.74963,24.87259,58.13776,0.59245,0.31206,0.83054,1.20372,0.21586,0.21226,276.51996,274.76941,,274.78525,274.41159,274.50739,-25.375145,66.875065
"393",0,-985,11.74963,10.52889,10.52889,12.05481,22.73629,56.61184,0.64667,0.32167,0.87986,1.19593,0.21366,0.1922,276.69159,274.84827,,275.09238,274.88562,274.82669,-25.291815,66.875065
